,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,633.0,803.0,242.0,271.0,0.7367880940437317,0.7002212405204773,0.7234285473823547,0.7116357088088989,0.8037631790659272
1,581.0,803.0,264.0,300.0,0.7104722857475281,0.6594778895378113,0.6875739693641663,0.673232913017273,0.7806440666065975
2,600.0,836.0,220.0,292.0,0.7371663451194763,0.6726457476615906,0.7317073345184326,0.7009345889091492,0.8116745863908139
3,561.0,847.0,239.0,301.0,0.7227926254272461,0.6508120894432068,0.7012500166893005,0.6750902533531189,0.79177615977234
4,587.0,876.0,219.0,264.0,0.7517985701560974,0.6897767186164856,0.7282878160476685,0.7085093259811401,0.8172823806534348
