,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,65.0,384.0,12.0,116.0,0.7781628966331482,0.3591160178184509,0.8441558480262756,0.5038759708404541,0.8123918745465706
