,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,1172.0,4350.0,169.0,736.0,0.8591877818107605,0.6142557859420776,0.873974621295929,0.7214527130126953,0.9044575013581139
