,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,488.0,868.0,165.0,224.0,0.7770773768424988,0.6853932738304138,0.7473200559616089,0.7150183916091919,0.8203661202780165
