,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,381.0,877.0,196.0,495.0,0.6454592347145081,0.43493151664733887,0.6603119373321533,0.5244321823120117,0.6439760497389218
1,336.0,893.0,231.0,488.0,0.6309034824371338,0.40776699781417847,0.5925925970077515,0.48310571908950806,0.652313923055661
2,380.0,831.0,224.0,513.0,0.6216632723808289,0.42553192377090454,0.6291390657424927,0.5076820254325867,0.6218540199444866
3,344.0,829.0,215.0,560.0,0.6021560430526733,0.38053098320961,0.6153846383094788,0.47026658058166504,0.6170802181873665
4,367.0,828.0,226.0,525.0,0.6140801906585693,0.41143497824668884,0.6188870072364807,0.49427610635757446,0.6366707864977323
