,TP,TN,FP,FN,accuracy,recall,precision,F1-score,AUC-ROC
0,373.0,606.0,209.0,332.0,0.6440789699554443,0.5290780067443848,0.6408934593200684,0.5796425342559814,0.6822207718748641
